"","Year","Plot","Ring","CO2","N","SR","TotalBiomass","pSR","pH","ExpYear","l.year","l.SR","l.biomass","l.RR","Trt"
"1816",2004,310,6,"Camb","Nenrich",1,259.5,1,5.2,7,1.94591014905531,0,5.55875670260594,0.00995033085316809,"Nenrich.Camb"
"1817",2004,311,6,"Camb","Nenrich",16,359.6,6,5.8,7,1.94591014905531,2.77258872223978,5.88499230259746,1.79342474854712,"Nenrich.Camb"
"1818",2004,312,6,"Camb","Namb",9,251.7,6,5.8,7,1.94591014905531,2.19722457733622,5.52823790214127,1.79342474854712,"Namb.Camb"
"1819",2004,313,6,"Camb","Namb",4,791,3,5.5,7,1.94591014905531,1.38629436111989,6.67329796776765,1.10194007876078,"Namb.Camb"
"1820",2004,314,6,"Camb","Namb",1,461.3,1,5.1,7,1.94591014905531,0,6.13404859056377,0.00995033085316809,"Namb.Camb"
"1821",2004,315,6,"Camb","Namb",4,110,4,5.6,7,1.94591014905531,1.38629436111989,4.70048036579242,1.38879124131848,"Namb.Camb"
"1822",2004,316,6,"Camb","Nenrich",1,201.5,1,4.6,7,1.94591014905531,0,5.30578938138674,0.00995033085316809,"Nenrich.Camb"
"1823",2004,317,6,"Camb","Nenrich",4,340.2,3,5.4,7,1.94591014905531,1.38629436111989,5.82953367996176,1.10194007876078,"Nenrich.Camb"
"1824",2004,318,6,"Camb","Nenrich",1,287,1,4.4,7,1.94591014905531,0,5.65948221575962,0.00995033085316809,"Nenrich.Camb"
"1825",2004,319,6,"Camb","Nenrich",4,199.5,2,5.9,7,1.94591014905531,1.38629436111989,5.29581423632992,0.698134722070984,"Nenrich.Camb"
"1827",2004,321,6,"Camb","Nenrich",16,436.4,7,5.6,7,1.94591014905531,2.77258872223978,6.07855925395892,1.9473377010465,"Nenrich.Camb"
"1828",2004,322,6,"Camb","Namb",1,62.6,1,4.6,7,1.94591014905531,0,4.13676527810605,0.00995033085316809,"Namb.Camb"
"1829",2004,323,6,"Camb","Namb",1,112.4,1,5.4,7,1.94591014905531,0,4.72206393745959,0.00995033085316809,"Namb.Camb"
"1830",2004,325,6,"Camb","Namb",4,496.1,4,5.4,7,1.94591014905531,1.38629436111989,6.206777519307,1.38879124131848,"Namb.Camb"
"1831",2004,326,6,"Camb","Nenrich",4,231.2,3,5,7,1.94591014905531,1.38629436111989,5.44328313679822,1.10194007876078,"Nenrich.Camb"
"1832",2004,328,6,"Camb","Nenrich",4,268.7,4,5.6,7,1.94591014905531,1.38629436111989,5.59359551562145,1.38879124131848,"Nenrich.Camb"
"1833",2004,329,6,"Camb","Namb",1,32.9,1,4.8,7,1.94591014905531,0,3.49347265777133,0.00995033085316809,"Namb.Camb"
"1835",2004,330,6,"Camb","Namb",1,257.8,1,4.8,7,1.94591014905531,0,5.55218409050509,0.00995033085316809,"Namb.Camb"
"1836",2004,331,6,"Camb","Namb",1,113.4,1,5.4,7,1.94591014905531,0,4.73092139129365,0.00995033085316809,"Namb.Camb"
"1837",2004,332,6,"Camb","Namb",4,241.4,4,5.5,7,1.94591014905531,1.38629436111989,5.48645530866343,1.38879124131848,"Namb.Camb"
"1838",2004,333,6,"Camb","Nenrich",1,223,1,5.3,7,1.94591014905531,0,5.40717177146012,0.00995033085316809,"Nenrich.Camb"
"1839",2004,334,6,"Camb","Namb",4,291.3,3,5.4,7,1.94591014905531,1.38629436111989,5.67435366396539,1.10194007876078,"Namb.Camb"
"1840",2004,335,6,"Camb","Nenrich",9,671.6,8,5.6,7,1.94591014905531,2.19722457733622,6.50966292520339,2.08069076108027,"Nenrich.Camb"
"1841",2004,336,6,"Camb","Namb",1,199.3,1,5.5,7,1.94591014905531,0,5.29481122721875,0.00995033085316809,"Namb.Camb"
"1842",2004,337,6,"Camb","Namb",4,280.1,4,5.4,7,1.94591014905531,1.38629436111989,5.63514668226606,1.38879124131848,"Namb.Camb"
"1843",2004,338,6,"Camb","Nenrich",1,798.2,1,5.2,7,1.94591014905531,0,6.68235919261463,0.00995033085316809,"Nenrich.Camb"
"1844",2004,339,6,"Camb","Namb",1,0.6,1,5.5,7,1.94591014905531,0,-0.510825623765991,0.00995033085316809,"Namb.Camb"
"1845",2004,340,6,"Camb","Nenrich",4,317.2,4,5.8,7,1.94591014905531,1.38629436111989,5.75953248976069,1.38879124131848,"Nenrich.Camb"
"1846",2004,342,6,"Camb","Nenrich",1,33.3,1,4.6,7,1.94591014905531,0,3.5055573969864,0.00995033085316809,"Nenrich.Camb"
"1847",2004,343,6,"Camb","Namb",1,115.5,1,6,7,1.94591014905531,0,4.74927052996185,0.00995033085316809,"Namb.Camb"
"1848",2004,344,6,"Camb","Namb",16,358.6,7,4.8,7,1.94591014905531,2.77258872223978,5.88220756117103,1.9473377010465,"Namb.Camb"
"1849",2004,345,6,"Camb","Namb",1,197.2,1,5.7,7,1.94591014905531,0,5.28421844216853,0.00995033085316809,"Namb.Camb"
"1850",2004,346,6,"Camb","Namb",4,196.2,4,5.5,7,1.94591014905531,1.38629436111989,5.27913454713126,1.38879124131848,"Namb.Camb"
"1851",2004,347,6,"Camb","Namb",1,9.6,1,5,7,1.94591014905531,0,2.26176309847379,0.00995033085316809,"Namb.Camb"
"1852",2004,348,6,"Camb","Nenrich",4,389.3,4,5.4,7,1.94591014905531,1.38629436111989,5.96435025461641,1.38879124131848,"Nenrich.Camb"
"1853",2004,349,6,"Camb","Nenrich",1,508.6,1,5.4,7,1.94591014905531,0,6.23166185298802,0.00995033085316809,"Nenrich.Camb"
"1855",2004,350,6,"Camb","Nenrich",4,177.2,4,4.9,7,1.94591014905531,1.38629436111989,5.17727903817098,1.38879124131848,"Nenrich.Camb"
"1856",2004,352,6,"Camb","Nenrich",1,136.5,1,5.1,7,1.94591014905531,0,4.91632461462501,0.00995033085316809,"Nenrich.Camb"
"1857",2004,353,6,"Camb","Nenrich",4,200.2,3,5.7,7,1.94591014905531,1.38629436111989,5.29931686688112,1.10194007876078,"Nenrich.Camb"
"1858",2004,354,6,"Camb","Nenrich",16,350.8,6,5.6,7,1.94591014905531,2.77258872223978,5.86021626049803,1.79342474854712,"Nenrich.Camb"
"1859",2004,355,6,"Camb","Namb",16,299.7,7,6,7,1.94591014905531,2.77258872223978,5.70278197432262,1.9473377010465,"Namb.Camb"
"1860",2004,357,6,"Camb","Nenrich",9,140.4,5,5.8,7,1.94591014905531,2.19722457733622,4.94449549159171,1.61143591509677,"Nenrich.Camb"
"1861",2004,358,6,"Camb","Namb",16,258.8,9,6,7,1.94591014905531,2.77258872223978,5.55605556262675,2.19833507162025,"Namb.Camb"
"1862",2004,359,6,"Camb","Namb",4,127.7,4,5.3,7,1.94591014905531,1.38629436111989,4.84968376303849,1.38879124131848,"Namb.Camb"
"1864",2004,361,6,"Camb","Namb",9,172,5,5.5,7,1.94591014905531,2.19722457733622,5.14749447681345,1.61143591509677,"Namb.Camb"
"1865",2004,362,6,"Camb","Nenrich",1,91.7,1,5.6,7,1.94591014905531,0,4.51852237926242,0.00995033085316809,"Nenrich.Camb"
"1866",2004,363,6,"Camb","Namb",4,344,4,5.9,7,1.94591014905531,1.38629436111989,5.8406416573734,1.38879124131848,"Namb.Camb"
"1867",2004,364,6,"Camb","Namb",4,100.7,3,5.6,7,1.94591014905531,1.38629436111989,4.61214579972452,1.10194007876078,"Namb.Camb"
"1868",2004,365,6,"Camb","Nenrich",4,121.2,3,5.4,7,1.94591014905531,1.38629436111989,4.79744207363521,1.10194007876078,"Nenrich.Camb"
"1869",2004,366,6,"Camb","Nenrich",1,0.1,1,5,7,1.94591014905531,0,-2.30258509299405,-4.60517018598809,"Nenrich.Camb"
"1895",2004,62,2,"Camb","Namb",4,251.1,4,5.6,7,1.94591014905531,1.38629436111989,5.52585126616354,1.38879124131848,"Namb.Camb"
"1896",2004,63,2,"Camb","Namb",4,65.3,2,5.4,7,1.94591014905531,1.38629436111989,4.17899203628239,0.698134722070984,"Namb.Camb"
"1897",2004,64,2,"Camb","Nenrich",16,511.4,5,5.8,7,1.94591014905531,2.77258872223978,6.23715206285709,1.61143591509677,"Nenrich.Camb"
"1898",2004,65,2,"Camb","Nenrich",9,325.1,5,5.7,7,1.94591014905531,2.19722457733622,5.78413282730986,1.61143591509677,"Nenrich.Camb"
"1899",2004,67,2,"Camb","Namb",16,518.3,6,5.7,7,1.94591014905531,2.77258872223978,6.25055422519566,1.79342474854712,"Namb.Camb"
"1900",2004,68,2,"Camb","Nenrich",1,213.7,1,5,7,1.94591014905531,0,5.3645731623251,0.00995033085316809,"Nenrich.Camb"
"1901",2004,69,2,"Camb","Namb",16,383.8,6,5.8,7,1.94591014905531,2.77258872223978,5.9501215835736,1.79342474854712,"Namb.Camb"
"1902",2004,70,2,"Camb","Namb",1,170.3,1,5.4,7,1.94591014905531,0,5.13756158766864,0.00995033085316809,"Namb.Camb"
"1903",2004,71,2,"Camb","Nenrich",1,88.7,1,5.4,7,1.94591014905531,0,4.48525988931553,0.698134722070984,"Nenrich.Camb"
"1904",2004,72,2,"Camb","Nenrich",1,189.3,1,4.6,7,1.94591014905531,0,5.24333305821528,0.00995033085316809,"Nenrich.Camb"
"1905",2004,74,2,"Camb","Nenrich",4,158.6,3,5.5,7,1.94591014905531,1.38629436111989,5.06638530920075,1.10194007876078,"Nenrich.Camb"
"1906",2004,75,2,"Camb","Nenrich",4,170.2,3,5.6,7,1.94591014905531,1.38629436111989,5.13697421613927,1.10194007876078,"Nenrich.Camb"
"1907",2004,76,2,"Camb","Nenrich",4,151,3,5.4,7,1.94591014905531,1.38629436111989,5.01727983681492,1.10194007876078,"Nenrich.Camb"
"1908",2004,77,2,"Camb","Namb",1,1.9,1,5,7,1.94591014905531,0,0.641853886172395,0.00995033085316809,"Namb.Camb"
"1909",2004,78,2,"Camb","Namb",4,873.1,2,5.6,7,1.94591014905531,1.38629436111989,6.77205009681676,0.698134722070984,"Namb.Camb"
"1910",2004,79,2,"Camb","Nenrich",4,184.4,4,5.8,7,1.94591014905531,1.38629436111989,5.21710731112249,1.38879124131848,"Nenrich.Camb"
"1912",2004,80,2,"Camb","Namb",4,120.8,3,5.7,7,1.94591014905531,1.38629436111989,4.79413628550071,1.10194007876078,"Namb.Camb"
"1913",2004,81,2,"Camb","Nenrich",1,409.2,1,5.7,7,1.94591014905531,0,6.01420403407747,0.00995033085316809,"Nenrich.Camb"
"1914",2004,82,2,"Camb","Namb",4,170.7,4,5.7,7,1.94591014905531,1.38629436111989,5.13990762980039,1.38879124131848,"Namb.Camb"
"1915",2004,83,2,"Camb","Namb",9,535.5,6,5.5,7,1.94591014905531,2.19722457733622,6.2832008898878,1.79342474854712,"Namb.Camb"
"1916",2004,85,2,"Camb","Nenrich",4,251.8,2,5.5,7,1.94591014905531,1.38629436111989,5.52863512161025,0.698134722070984,"Nenrich.Camb"
"1917",2004,86,2,"Camb","Nenrich",4,263,1,5.4,7,1.94591014905531,1.38629436111989,5.57215403217776,0.00995033085316809,"Nenrich.Camb"
"1918",2004,88,2,"Camb","Nenrich",4,292.2,3,5.6,7,1.94591014905531,1.38629436111989,5.6774384993166,1.10194007876078,"Nenrich.Camb"
"1919",2004,89,2,"Camb","Namb",4,685.7,2,5.4,7,1.94591014905531,1.38629436111989,6.53044021429032,0.698134722070984,"Namb.Camb"
"1921",2004,90,2,"Camb","Namb",1,107.4,1,5.4,7,1.94591014905531,0,4.67656018207476,0.00995033085316809,"Namb.Camb"
"1922",2004,91,2,"Camb","Nenrich",4,245,3,5.9,7,1.94591014905531,1.38629436111989,5.50125821054473,1.10194007876078,"Nenrich.Camb"
"1923",2004,93,2,"Camb","Namb",4,363.1,3,5.2,7,1.94591014905531,1.38629436111989,5.89467827842029,1.10194007876078,"Namb.Camb"
"1924",2004,94,2,"Camb","Nenrich",1,1.6,1,4.7,7,1.94591014905531,0,0.470003629245736,0.00995033085316809,"Nenrich.Camb"
"1925",2004,96,2,"Camb","Nenrich",1,195.2,1,5.4,7,1.94591014905531,0,5.27402467397899,0.00995033085316809,"Nenrich.Camb"
"1926",2004,97,2,"Camb","Nenrich",9,196.4,6,5.7,7,1.94591014905531,2.19722457733622,5.28015339592037,1.79342474854712,"Nenrich.Camb"
"1927",2004,98,2,"Camb","Nenrich",4,212.4,3,5.1,7,1.94591014905531,1.38629436111989,5.35847128936778,1.10194007876078,"Nenrich.Camb"
"1928",2004,99,2,"Camb","Nenrich",1,228.3,1,5.7,7,1.94591014905531,0,5.43066055353575,0.00995033085316809,"Nenrich.Camb"
"1931",2005,100,2,"Camb","Namb",1,585.2,1,5.6,8,2.07944154167984,0,6.37195366914597,0.00995033085316809,"Namb.Camb"
"1932",2005,101,2,"Camb","Nenrich",1,566.3,1,5.7,8,2.07944154167984,0,6.33912397311976,0.00995033085316809,"Nenrich.Camb"
"1933",2005,102,2,"Camb","Namb",1,327.8,1,5.3,8,2.07944154167984,0,5.79240366630973,0.698134722070984,"Namb.Camb"
"1934",2005,103,2,"Camb","Nenrich",1,224.1,1,5.7,8,2.07944154167984,0,5.41209238080688,0.00995033085316809,"Nenrich.Camb"
"1935",2005,104,2,"Camb","Namb",16,388.1,9,5.9,8,2.07944154167984,2.77258872223978,5.96126303837486,2.19833507162025,"Namb.Camb"
"1936",2005,105,2,"Camb","Namb",4,139.9,3,6,8,2.07944154167984,1.38629436111989,4.94092788167144,1.10194007876078,"Namb.Camb"
"1937",2005,106,2,"Camb","Namb",9,464.9,5,6.3,8,2.07944154167984,2.19722457733622,6.14182232869654,1.61143591509677,"Namb.Camb"
"1938",2005,107,2,"Camb","Namb",16,677.1,8,5.9,8,2.07944154167984,2.77258872223978,6.5178189724916,2.08069076108027,"Namb.Camb"
"1939",2005,108,2,"Camb","Nenrich",16,513.9,6,6.2,8,2.07944154167984,2.77258872223978,6.24202869399818,1.79342474854712,"Nenrich.Camb"
"1940",2005,109,2,"Camb","Namb",1,129.3,1,6,8,2.07944154167984,0,4.86213528577781,0.00995033085316809,"Namb.Camb"
"1941",2005,110,2,"Camb","Nenrich",16,726,6,5.9,8,2.07944154167984,2.77258872223978,6.5875500148248,1.79342474854712,"Nenrich.Camb"
"1942",2005,111,2,"Camb","Namb",1,135.3,1,5.7,8,2.07944154167984,0,4.90749453517674,0.698134722070984,"Namb.Camb"
"1943",2005,112,2,"Camb","Nenrich",1,188.1,1,5.2,8,2.07944154167984,0,5.23697373630699,0.00995033085316809,"Nenrich.Camb"
"1944",2005,113,2,"Camb","Nenrich",1,119.6,1,5.6,8,2.07944154167984,0,4.78415284151653,0.00995033085316809,"Nenrich.Camb"
"1945",2005,114,2,"Camb","Nenrich",4,310,4,6.2,8,2.07944154167984,1.38629436111989,5.73657229747919,1.38879124131848,"Nenrich.Camb"
"1946",2005,115,2,"Camb","Namb",1,44.2,1,5.4,8,2.07944154167984,0,3.78872478908365,0.00995033085316809,"Namb.Camb"
"1947",2005,116,2,"Camb","Namb",1,236,1,5.6,8,2.07944154167984,0,5.46383180502561,0.00995033085316809,"Namb.Camb"
"1948",2005,118,2,"Camb","Nenrich",16,283.3,7,5.9,8,2.07944154167984,2.77258872223978,5.64650640683647,1.9473377010465,"Nenrich.Camb"
"1950",2005,120,2,"Camb","Namb",4,222.8,3,5.8,8,2.07944154167984,1.38629436111989,5.40627450805313,1.10194007876078,"Namb.Camb"
"1951",2005,121,2,"Camb","Namb",4,239.9,3,6.1,8,2.07944154167984,1.38629436111989,5.48022216984565,1.10194007876078,"Namb.Camb"
"1952",2005,122,2,"Camb","Namb",1,123.5,1,5.8,8,2.07944154167984,0,4.81624115606803,0.00995033085316809,"Namb.Camb"
"2010",2005,184,4,"Camb","Namb",16,544.2,8,5.3,8,2.07944154167984,2.77258872223978,6.29931682634915,2.08069076108027,"Namb.Camb"
"2011",2005,187,4,"Camb","Namb",9,559.1,4,4.9,8,2.07944154167984,2.19722457733622,6.3263283480326,1.38879124131848,"Namb.Camb"
"2012",2005,188,4,"Camb","Namb",16,484.5,9,5.9,8,2.07944154167984,2.77258872223978,6.18311743133082,2.19833507162025,"Namb.Camb"
"2013",2005,189,4,"Camb","Namb",4,296.3,2,6.3,8,2.07944154167984,1.38629436111989,5.69137245457952,0.698134722070984,"Namb.Camb"
"2015",2005,190,4,"Camb","Namb",1,311.2,1,6.4,8,2.07944154167984,0,5.74043579230424,0.00995033085316809,"Namb.Camb"
"2016",2005,191,4,"Camb","Namb",4,257.3,3,5,8,2.07944154167984,1.38629436111989,5.5502427192877,1.10194007876078,"Namb.Camb"
"2017",2005,192,4,"Camb","Namb",1,76.9,1,4.8,8,2.07944154167984,0,4.3425058765116,0.00995033085316809,"Namb.Camb"
"2018",2005,193,4,"Camb","Nenrich",4,670.6,1,5.7,8,2.07944154167984,1.38629436111989,6.50817283403213,0.00995033085316809,"Nenrich.Camb"
"2019",2005,194,4,"Camb","Nenrich",9,307.8,6,5.9,8,2.07944154167984,2.19722457733622,5.72945022140478,1.79342474854712,"Nenrich.Camb"
"2020",2005,195,4,"Camb","Nenrich",1,0.2,1,4.6,8,2.07944154167984,0,-1.6094379124341,0.00995033085316809,"Nenrich.Camb"
"2021",2005,196,4,"Camb","Nenrich",1,137.1,1,4.7,8,2.07944154167984,0,4.92071058656827,0.00995033085316809,"Nenrich.Camb"
"2022",2005,197,4,"Camb","Nenrich",4,795.1,2,6.4,8,2.07944154167984,1.38629436111989,6.67846789290744,0.698134722070984,"Nenrich.Camb"
"2023",2005,198,4,"Camb","Namb",4,628.1,4,5.2,8,2.07944154167984,1.38629436111989,6.44269938946034,1.38879124131848,"Namb.Camb"
"2024",2005,199,4,"Camb","Namb",1,241.2,1,5.5,8,2.07944154167984,0,5.48562646485303,0.00995033085316809,"Namb.Camb"
"2027",2005,200,4,"Camb","Namb",4,394.1,4,5.2,8,2.07944154167984,1.38629436111989,5.97660468420096,1.38879124131848,"Namb.Camb"
"2028",2005,201,4,"Camb","Namb",16,447.1,10,5.3,8,2.07944154167984,2.77258872223978,6.10278228323993,2.30358459332713,"Namb.Camb"
"2029",2005,202,4,"Camb","Namb",1,66.3,1,4.9,8,2.07944154167984,0,4.19418989719182,0.00995033085316809,"Namb.Camb"
"2030",2005,203,4,"Camb","Nenrich",4,525.5,2,5.4,8,2.07944154167984,1.38629436111989,6.26435019031701,0.698134722070984,"Nenrich.Camb"
"2031",2005,204,4,"Camb","Nenrich",1,294.4,1,6.2,8,2.07944154167984,0,5.68493938685472,0.00995033085316809,"Nenrich.Camb"
"2032",2005,205,4,"Camb","Nenrich",16,370.8,8,6.3,8,2.07944154167984,2.77258872223978,5.9156628336917,2.08069076108027,"Nenrich.Camb"
"2033",2005,206,4,"Camb","Nenrich",4,549.6,2,6,8,2.07944154167984,1.38629436111989,6.30919074090814,0.698134722070984,"Nenrich.Camb"
"2034",2005,207,4,"Camb","Nenrich",4,764.1,5,6,8,2.07944154167984,1.38629436111989,6.63869867065352,1.61143591509677,"Nenrich.Camb"
"2035",2005,208,4,"Camb","Nenrich",1,408,1,5.6,8,2.07944154167984,0,6.01126717440416,0.00995033085316809,"Nenrich.Camb"
"2036",2005,209,4,"Camb","Namb",1,1165.2,1,4.9,8,2.07944154167984,0,7.06064802508528,0.00995033085316809,"Namb.Camb"
"2038",2005,210,4,"Camb","Nenrich",1,183.1,1,5,8,2.07944154167984,0,5.21003245168046,0.00995033085316809,"Nenrich.Camb"
"2039",2005,211,4,"Camb","Namb",4,148.4,3,6.1,8,2.07944154167984,1.38629436111989,4.99991133073328,1.10194007876078,"Namb.Camb"
"2040",2005,212,4,"Camb","Nenrich",1,336.5,1,5.9,8,2.07944154167984,0,5.81859814908478,0.00995033085316809,"Nenrich.Camb"
"2041",2005,213,4,"Camb","Nenrich",16,498.7,8,5.5,8,2.07944154167984,2.77258872223978,6.21200471255208,2.08069076108027,"Nenrich.Camb"
"2042",2005,214,4,"Camb","Nenrich",4,52.9,3,5.8,8,2.07944154167984,1.38629436111989,3.96840333886425,1.10194007876078,"Nenrich.Camb"
"2043",2005,215,4,"Camb","Nenrich",4,246.1,4,5.9,8,2.07944154167984,1.38629436111989,5.50573795739701,1.38879124131848,"Nenrich.Camb"
"2044",2005,216,4,"Camb","Namb",4,317.8,4,6.5,8,2.07944154167984,1.38629436111989,5.76142225410262,1.38879124131848,"Namb.Camb"
"2045",2005,218,4,"Camb","Nenrich",4,174.7,3,5.8,8,2.07944154167984,1.38629436111989,5.16307021714001,1.10194007876078,"Nenrich.Camb"
"2046",2005,219,4,"Camb","Nenrich",1,630.2,1,5.7,8,2.07944154167984,0,6.44603722932317,0.00995033085316809,"Nenrich.Camb"
"2048",2005,220,4,"Camb","Namb",4,727.2,3,6.3,8,2.07944154167984,1.38629436111989,6.58920154286327,1.10194007876078,"Namb.Camb"
"2049",2005,221,4,"Camb","Namb",4,211.3,4,5.8,8,2.07944154167984,1.38629436111989,5.35327892462201,1.38879124131848,"Namb.Camb"
"2050",2005,222,4,"Camb","Namb",16,798.6,9,6,8,2.07944154167984,2.77258872223978,6.68286019462912,2.19833507162025,"Namb.Camb"
"2051",2005,223,4,"Camb","Namb",1,118,1,5.6,8,2.07944154167984,0,4.77068462446567,0.00995033085316809,"Namb.Camb"
"2052",2005,225,4,"Camb","Nenrich",1,200.8,1,5.2,8,2.07944154167984,0,5.30230938781757,0.00995033085316809,"Nenrich.Camb"
"2053",2005,227,4,"Camb","Namb",1,42.8,1,5.9,8,2.07944154167984,0,3.75653810258775,0.00995033085316809,"Namb.Camb"
"2054",2005,228,4,"Camb","Namb",1,100.1,1,5.4,8,2.07944154167984,0,4.60616968632117,0.00995033085316809,"Namb.Camb"
"2055",2005,229,4,"Camb","Namb",1,2.5,1,5,8,2.07944154167984,0,0.916290731874155,0.00995033085316809,"Namb.Camb"
"2057",2005,231,4,"Camb","Namb",1,494.1,1,6.2,8,2.07944154167984,0,6.2027379258517,0.698134722070984,"Namb.Camb"
"2058",2005,232,4,"Camb","Nenrich",9,275.7,7,5.9,8,2.07944154167984,2.19722457733622,5.61931331802975,1.9473377010465,"Nenrich.Camb"
"2059",2005,233,4,"Camb","Namb",9,537.3,7,7,8,2.07944154167984,2.19722457733622,6.28655659773478,1.9473377010465,"Namb.Camb"
"2060",2005,234,4,"Camb","Nenrich",16,398.6,8,6,8,2.07944154167984,2.77258872223978,5.98795840777869,2.08069076108027,"Nenrich.Camb"
"2061",2005,235,4,"Camb","Namb",1,153.6,1,5.4,8,2.07944154167984,0,5.03435182071357,0.00995033085316809,"Namb.Camb"
"2062",2005,236,4,"Camb","Nenrich",16,294.2,8,5.9,8,2.07944154167984,2.77258872223978,5.68425980816734,2.08069076108027,"Nenrich.Camb"
"2063",2005,238,4,"Camb","Nenrich",4,395.1,3,5.8,8,2.07944154167984,1.38629436111989,5.97913889741734,1.10194007876078,"Nenrich.Camb"
"2064",2005,239,4,"Camb","Namb",4,992.3,4,6.1,8,2.07944154167984,1.38629436111989,6.9000254809202,1.38879124131848,"Namb.Camb"
"2066",2005,240,4,"Camb","Nenrich",4,445.2,4,5.6,8,2.07944154167984,1.38629436111989,6.09852361940139,1.38879124131848,"Nenrich.Camb"
"2067",2005,241,4,"Camb","Nenrich",1,133.6,1,4.6,8,2.07944154167984,0,4.89485026110255,0.698134722070984,"Nenrich.Camb"
"2068",2005,242,4,"Camb","Namb",4,430.5,4,6.2,8,2.07944154167984,1.38629436111989,6.06494732386779,1.38879124131848,"Namb.Camb"
"2069",2005,244,4,"Camb","Namb",4,153.1,4,5.9,8,2.07944154167984,1.38629436111989,5.03109130266364,1.38879124131848,"Namb.Camb"
"2128",2005,306,6,"Camb","Namb",16,647.8,7,4.8,8,2.07944154167984,2.77258872223978,6.47358200673723,1.9473377010465,"Namb.Camb"
"2129",2005,307,6,"Camb","Nenrich",16,466.3,6,5.6,8,2.07944154167984,2.77258872223978,6.14482920381428,1.79342474854712,"Nenrich.Camb"
"2130",2005,309,6,"Camb","Namb",4,712,3,4.9,8,2.07944154167984,1.38629436111989,6.56807791141198,1.10194007876078,"Namb.Camb"
"2132",2005,310,6,"Camb","Nenrich",1,62.5,1,4.8,8,2.07944154167984,0,4.13516655674236,0.00995033085316809,"Nenrich.Camb"
"2133",2005,311,6,"Camb","Nenrich",16,359.2,7,5.7,8,2.07944154167984,2.77258872223978,5.88387933642804,1.9473377010465,"Nenrich.Camb"
"2134",2005,312,6,"Camb","Namb",9,505.4,5,5.9,8,2.07944154167984,2.19722457733622,6.22535019495409,1.61143591509677,"Namb.Camb"
"2135",2005,313,6,"Camb","Namb",4,539.5,3,5.1,8,2.07944154167984,1.38629436111989,6.29064278469819,1.10194007876078,"Namb.Camb"
"2136",2005,314,6,"Camb","Namb",1,301.8,1,4.8,8,2.07944154167984,0,5.70976454633375,0.00995033085316809,"Namb.Camb"
"2137",2005,315,6,"Camb","Namb",4,206.9,3,5.5,8,2.07944154167984,1.38629436111989,5.3322355847515,1.10194007876078,"Namb.Camb"
"2138",2005,316,6,"Camb","Nenrich",1,534.4,1,4.3,8,2.07944154167984,0,6.28114462222244,0.00995033085316809,"Nenrich.Camb"
"2139",2005,317,6,"Camb","Nenrich",4,880.8,1,5.8,8,2.07944154167984,1.38629436111989,6.78083058540847,0.00995033085316809,"Nenrich.Camb"
"2140",2005,318,6,"Camb","Nenrich",1,376.9,1,4.6,8,2.07944154167984,0,5.93197990027309,0.00995033085316809,"Nenrich.Camb"
"2141",2005,319,6,"Camb","Nenrich",4,454.6,2,5.8,8,2.07944154167984,1.38629436111989,6.11941791141844,0.698134722070984,"Nenrich.Camb"
"2143",2005,321,6,"Camb","Nenrich",16,338.2,5,5.2,8,2.07944154167984,2.77258872223978,5.82363743646448,1.61143591509677,"Nenrich.Camb"
"2144",2005,322,6,"Camb","Namb",1,86.3,1,4.8,8,2.07944154167984,0,4.45782959808938,0.00995033085316809,"Namb.Camb"
"2145",2005,323,6,"Camb","Namb",1,109.9,1,5.2,8,2.07944154167984,0,4.69957086140958,0.00995033085316809,"Namb.Camb"
"2146",2005,325,6,"Camb","Namb",4,539,4,5.4,8,2.07944154167984,1.38629436111989,6.289715570909,1.38879124131848,"Namb.Camb"
"2147",2005,326,6,"Camb","Nenrich",4,234.4,2,5.4,8,2.07944154167984,1.38629436111989,5.45702905770286,0.698134722070984,"Nenrich.Camb"
"2148",2005,328,6,"Camb","Nenrich",4,356.5,4,6.3,8,2.07944154167984,1.38629436111989,5.87633423985435,1.38879124131848,"Nenrich.Camb"
"2149",2005,329,6,"Camb","Namb",1,76.2,1,4.8,8,2.07944154167984,0,4.3333614626926,0.00995033085316809,"Namb.Camb"
"2151",2005,330,6,"Camb","Namb",1,608.1,1,4.7,8,2.07944154167984,0,6.41033934212606,0.00995033085316809,"Namb.Camb"
"2152",2005,331,6,"Camb","Namb",1,173.3,1,5.1,8,2.07944154167984,0,5.15502419672156,0.00995033085316809,"Namb.Camb"
"2153",2005,332,6,"Camb","Namb",4,426.1,3,5.4,8,2.07944154167984,1.38629436111989,6.05467406050587,1.10194007876078,"Namb.Camb"
"2154",2005,333,6,"Camb","Nenrich",1,171.6,1,5.3,8,2.07944154167984,0,5.14516618705386,0.00995033085316809,"Nenrich.Camb"
"2155",2005,334,6,"Camb","Namb",4,370.6,3,5.3,8,2.07944154167984,1.38629436111989,5.91512331385126,1.10194007876078,"Namb.Camb"
"2156",2005,335,6,"Camb","Nenrich",9,643,8,5.5,8,2.07944154167984,2.19722457733622,6.46614472423762,2.08069076108027,"Nenrich.Camb"
"2157",2005,336,6,"Camb","Namb",1,137.2,1,5.4,8,2.07944154167984,0,4.92143971529178,0.00995033085316809,"Namb.Camb"
"2158",2005,337,6,"Camb","Namb",4,500.2,4,5.6,8,2.07944154167984,1.38629436111989,6.21500801844352,1.38879124131848,"Namb.Camb"
